id	status	priority	kind	title	evidence
unified-26	OWNER-PARKED	medium	decision	Close #588 (standalone AI-agents course) — refuted by CAT-03 (~$53/competitor, worst on the board); already correctly fenced as C5's budgeted-agent-wi	#588 still OPEN. Orchestrator comment 2026-07-26T14:40: flags it as contradicting the plan of record, quotes the CAT-03 ruling ('~$53/competitor… No standalone AI-agents course. Agents live as one fenced payments lesson in C5'), notes C5's budgeted-agent lesso
unified-27	PARTIAL	launch-critical	content-item	Fix courses-academy PR #6 before merge: (1) rewrite the false 'You have a deployed vault app' opener for standalone C5 publish, (2) ratify trackId:1/t	PR #6 merged 2026-07-26T14:13. Verified at head/HEAD: (2) trackId: 1 / trackLevel: 5 present in courses/stablecoin-agentic-payments/course.yaml (O-3 ratified). (3) resolved but NOT in PR #6 head: #559's 2026-07-26 comment records 6 of 10 interleaving-pair slug
unified-28	DONE	medium	content-item	#581 collapses to documentation drift under D-C (creator B7o8Nf… is correct): fix CONTRIBUTING.md's phantom instructors/ dir and dead teachers.yaml; s	#581 CLOSED (COMPLETED). courses-academy PR #5 (merged) = 'catalog authoring contract + fix doc drift (instructors/, Sanity)'; CONTRIBUTING.md at HEAD (68 lines) contains no instructors/ or teachers.yaml references and documents the real creator-wallet flow ('
unified-29	DONE	high	process-rule	Corrected cross-repo delivery order: (1) monorepo items 5+5b, 6, 11 in parallel; (2) courses-academy PR #5→#6; (3) lint PR immediately AFTER #6 (gap k	Merge timestamps confirm the order: courses-academy #5 (2026-07-26T14:13:21) → #6 (14:13:40) → #7 (14:14:05); lint PR (monorepo #638, gate 19) merged 15:13 the same day — gap of ~1h, well inside 'days'; staged per-course PRs C2 #12 (19:49) → C3 #17 (22:44) → C
unified-30	PARTIAL	medium	build-item	BCB-561 re-verification alarm (RESOLVED): weekly workflow from 2026-09-01 files/nudges a tracking issue so C5 L1 is re-verified against Resolution 561	#603 CLOSED 2026-07-26; .github/workflows/bcb-561-reverify-alarm.yml exists and is operative (weekly cron 23 9 * * 1, ARM_START=2026-09-01/ARM_END=2026-10-01 gate, idempotent issue create+nudge via gh, dry-run/force dispatch inputs, full re-verification checkl
unified-31	PARTIAL	high	process-rule	Originality gate for catalog code: reference corpora are all-rights-reserved and live docs are GPL-3.0; add at minimum a review checkbox enforcing 'ev	#604 CLOSED via PR #704 (merged 2026-07-26T18:17Z). Shipped: docs/CONTENT-ORIGINALITY.md (policy + reviewer protocol + template text), packages/content-lint/src/checks/gate20-originality.ts (CI check of declared adaptations; only Apache-2.0/MIT LiteSVM/Mollusk
unified-32	NOT-DONE	high	build-item	AI wall: keep D-B's shape (degrade-before-deny, Socratic tier, propose at every tier, Tier 0 = 99 authored hints, Sao_Paulo windows, ×3 locales) but R	Searches: grep Socratic/tier across apps/web/src + supabase → hits only in spec docs; gh issue searches 'Socratic', 'tier boundaries', 'item 32' → no issue ever filed (item 32 was also absent from the spec §9.3 'file these' list). What shipped is a different, 
unified-32a	NOT-DONE	high	build-item	Attempt-gate as a NUDGE: before the first AI turn on an unrun challenge, inline 'run the tests once first' with a free one-tap override — never a refu	No run-first nudge, no one-tap override, no override-rate event exists: grep 'run the tests/run-first/attemptGate/override' in editor+ai code → nothing; analytics events.ts has no override event. What shipped instead (#770/#791) is a hard 3-minute time lock (a
unified-32b	PARTIAL	high	build-item	Gate the propose patch-apply on a one-question comprehension check; wrong answers explained, never charged, no retry limit; its first-attempt accuracy	The check itself shipped and is sound: diff-card.tsx renders check.question with 3 options, apply is locked until correct (diff.acceptLocked), wrong answers get the sealed explanation with unlimited retries; /api/ai/partner/verify/route.ts is explicitly free (
unified-33	PARTIAL	launch-critical	build-item	AI unavailable in the capstone — scoped to the graded deploy lesson only, keyed off the SAME capstone constant as item 14; if O-2 = 'original program'	The shared constant exists (CAPSTONE_CREDENTIAL in lib/credentials/capstone-gate.ts, courseId course-building-first-program / lesson-bfsp-m4-capstone, consumed by capstone-funnel). AI is currently absent on that lesson only STRUCTURALLY: lesson-bfsp-m4-capston
unified-34	DONE	launch-critical	content-item	Terminal-rung copy must not promise a human: either staff a named forum rotation or write 'post it in the forum — hints and reference solution stay av	The load-bearing constraint holds in shipped, translated copy: aiPartner.messages.spendCapped ('…the authored hints and tests are still here to help') and aiPartner.actions.budgetExhausted ('You've used all {max} paid assists…') promise no human and imply no a
unified-35	PARTIAL	high	build-item	Intake (Design A) corrected: tap-only, ≤4 screens, verifiable-history experience fork (never 'rate your skill'), 3-option goal question, optional valu	#566 CLOSED 2026-07-26. Shipped at apps/web/src/app/[locale]/(marketing)/start/ + lib/onboarding/intake.ts: tap-only closed-set options, exactly 4 screens, verifiable-history experience fork ('have you shipped X', never self-rating — S10 comment), 3-option goa
unified-36	DONE	high	build-item	Segment routing = a static app-side constant (segments × entry course id): one highlighted 'start here' for S1 + Browse-all for S2; NO recommender or 	lib/courses/learner-segment.ts holds the static app-side SEGMENT_ENTRY_COURSE constant (explicitly 'APP-SIDE constant on purpose', 1/3→course-rust-for-program-devs pending C1 #673, 2→course-building-first-program) plus SEGMENT_PATH_MODALITY per-segment guidanc
unified-37	DONE	launch-critical	build-item	Anonymous-enroll fix + Later affordance + progress banking (gated on O-4): banked-session replay on sign-in must be SERVER-INTERNAL, marked as replaye	#556 CLOSED (PR #619 merged, AuthModal on anonymous enroll), #567 CLOSED (banking), E2E #819 CLOSED (anonymous deep-link → challenge → sign-in → replay → XP). lib/lessons/replay-banked.ts + progress-bank.ts: replay POSTs carry replay:true, server re-grades eve
unified-38	DONE	launch-critical	build-item	Landing CTA deep-links into C5 lesson 1 (the only course authored to be read cold) — ships only after items 12 and 37 land, and the issue must say the	#562 CLOSED 2026-07-26T20:13Z, sequenced after #564/#556/#567 (all closed earlier that day). Landing page (app/[locale]/(marketing)/page.tsx) calls resolveFlagshipLessonHref (lib/courses/entry-lesson.ts) — sync-gated deep-link into flagship lesson 1 with /cour
unified-39	PARTIAL	high	build-item	Dashboard split (#563) lands BEFORE the Continue card (#551); the course-detail CTA bug (course-detail-client.tsx:263 hardcodes modules[0].lessons[0])	All functional clauses shipped: course-detail-client.tsx uses findNextIncompleteLesson (line 167) with orderedLessons[0] fallback — the hardcoded modules[0].lessons[0] CTA is gone; next lesson is derived from bundle order minus completed rows (lib/courses/cont
unified-40	PARTIAL	high	build-item	Launch prominence demotion: demote the raw daily streak counter and the global absolute leaderboard; headline streak unit becomes 'active N weeks runn	#583 CLOSED via PR #626 (launch prominence demotion — streaks + global leaderboard, merged 2026-07-26); #573 CLOSED via migration 20260726190000_streak_forgiveness.sql which carries all four UIU-16 freeze constraints verbatim: capped at 2 (CHECK streak_freezes
unified-41	DONE	high	content-item	XP copy audit: 'n/m to Level k' never a balance; no coin iconography, no spend mechanics; tabular numerals; no new i18n key may contain 'balance'; str	#550 CLOSED 2026-07-26. XP copy is progress-to-level framing, never a balance: gamification.xpRemaining = '{xp} {xpLabel} to {levelLabel} {level}', profile.xpToLevel = 'XP to Lv. {level}'; the only i18n 'balance' key is deploy.walletFunding.balance (SOL wallet
unified-42	PARTIAL	high	build-item	Celebration re-tiering: challenge pass→checkmark, deploy/level-up→medium, credential mint→FULL (currently nothing), plus encouragement after ≥3 consec	#549 CLOSED via PR #621. lib/gamification/celebration.ts: CELEBRATION_TIERS = challenge-pass→none (calm checkmark), deploy-success→medium, credential-mint→full (was previously nothing), level-up→popup (deliberate, comment-justified deviation from 'medium' to a
unified-43	DONE	high	build-item	Endowed progress with stated reasons: no progress bar renders 0% after enrollment; every pre-credited tick carries a stated reason; next course surfac	#584 CLOSED. lib/courses/endowed-progress.ts: ENDOWED_FIRST_TICK_FRACTION=0.06 so no bar renders 0% post-enrollment, every pre-credited tick carries a mandatory stated reasonKey ('unexplained head-starts backfire (UIU-06)'), honest counts pass through untouche
unified-44a	DONE	high	build-item	Wave-1 challenge-screen work: #555 output panel (first-failure auto-expand in visible-test order, test code + authored message side by side, passes co	#555 CLOSED (PR merged 2026-07-26T01:41Z): components/editor/output-panel.tsx renders test code + authored failureMessage side by side with expand/collapse state and capped stdout (max-h-40 overflow-auto), with output-panel.test.tsx covering first-failure orde
unified-44b	PARTIAL	medium	build-item	Wave-4 moat items: #575 failure_message EN-first (no LLM auto-explanation), #576 stuck-nudge (v1 N-FAILED-RUNS ONLY — no medians exist at launch; medi	All three shipped: #575 CLOSED (authored failure_message field in packages/content-schema/src/lesson.ts, rendered EN-first in output-panel.tsx — no LLM auto-explanation), #576 CLOSED (stuck-nudge fires only at shouldShowEncouragement ≥3 consecutive failed runs
unified-44c	PARTIAL	high	build-item	Mobile surface scope (Brazil-first, not optional): mobile web serves prose/video/quiz/Parsons/Review/streak; Monaco NEVER renders on mobile — challeng	Both-navs rule holds for Review: apps/web/src/components/layout/mobile-bottom-nav.tsx:17 and sidebar.tsx:28 both carry {key:"review", href:"/review"} (#571 CLOSED 'Review spine 3/3: /review page + nav'). Doc-mapped #555/#568 are CLOSED but cover OutputPanel au
unified-45	DONE	high	build-item	Solution reveal = review scheduling, not XP cost — RENAME #582; viewing the solution logs and reschedules the challenge into the review queue, zero XP	#582 CLOSED, retitled 'Solution-reveal soft-gate + if-then prompt + experiment registry' (no XP-cost framing). apps/web/src/app/api/lessons/reveal-solution/route.ts reschedules via scheduleReviewItem with 'XP is untouched' explicit; apps/web/src/lib/analytics/
unified-46	PARTIAL	launch-critical	build-item	Event pass (P0) + the restored AI-tutor instrumentation set: credential_minted, challenge lifecycle, earn_handoff_click, onboarding funnel, linkedin_s	#558 CLOSED via PR #633: credential_minted (session-deduped, LX-F1), challenge_started/run/failed/solved, stuck_nudge_shown/accepted (#576), solution_revealed, onboarding funnel 5-event set (#566), earn_handoff_click (#625, E8), credential_share_click w/ chann
unified-47	PARTIAL	launch-critical	build-item	Retention insight + post-mint cliff insight relabelled P0 (without them no launch decision can be read); per-lesson drop-off stays P1 but the Rust-cou	Instrumentation shipped: credential_minted is documented as 'the post-mint-cliff baseline (LX-F1)' (events.ts:241); lesson_completed + challenge_failed(consecutiveFails) give per-lesson/Rust-cliff raw signal from day 1. || REMAINS: No dashboards exist: analyti
unified-48	PARTIAL	high	process-rule	Encode the 10–12 week evaluation rule: 'do not evaluate before week 10' written onto the experiment registry AND the dashboards themselves — week-3 nu	#605 CLOSED via PR #648: experiment-registry.ts encodes EVALUATION_WINDOW_WEEKS=10, computed earliestReadDate() (never typed), isReadable() false until exposureStart+70d, LAUNCH_DATE=null gating; analytics README opens with 'No mechanic is evaluated before wee
unified-49	DONE	launch-critical	build-item	On-chain constraint restated (zero program changes; operations via shipped instructions budgeted) + RETRACT 'enrollments byte-identical': recreate inv	program-errors.ts maps 6034 StaleEnrollment/6035/6036 (lines 195-207); IDL superteam_academy.json has 37 error entries incl. StaleEnrollment (line 1471); staleEnrollment i18n string present in en/pt-BR/es messages (line 839 each); admin-signer.ts 'What survive
unified-50	PARTIAL	launch-critical	build-item	Devnet on-chain windows: SEVEN operations across TWO windows — Wave-1 window creates C5 only; Wave-2 window batches 4 creates + C3 close/recreate + 5 	#606 comment 'Window executed 2026-07-27 (owner-authorized)': created C2 (4MiPXWSj…), C4 (2UXTwqPv…), C5 (5Hxt5GEt…) each with PDA + track collection + changelog row; 5 superseded courses deactivated (reversible); all 9 on-chain reads verified, active masks by
